Job Title,Years of Experience,Department,Salary Range,Work Location,Training Hours,Satisfaction Score,Last Evaluation Score,Average Monthly Hours,Attrition
Director,0,Engineering,High,Office,9,5,3,263,0
Consultant,0,Customer Support,Medium,Remote,86,9,9,184,0
Assistant,14,Engineering,Medium,Office,93,3,7,109,0
Executive,16,Customer Support,High,Office,58,5,4,274,0
Director,1,Customer Support,High,Office,7,3,0,271,0
Director,16,Marketing,High,Office,50,4,1,215,0
Consultant,19,Engineering,Low,Remote,4,5,9,207,0
Consultant,25,Marketing,Medium,Office,75,0,2,289,1
Manager,8,Marketing,Low,Remote,41,5,1,106,0
Manager,11,Customer Support,Medium,Remote,77,5,8,296,1
Manager,3,Engineering,Low,Office,11,0,6,118,0
Consultant,12,Sales,Medium,Office,23,6,1,209,0
Manager,3,Customer Support,High,Remote,44,9,6,132,0
Manager,6,Engineering,High,Office,52,4,9,251,0
Executive,13,Marketing,Medium,Remote,52,7,0,122,0
Manager,26,Engineering,High,Remote,16,4,4,185,0
Director,8,Customer Support,High,Remote,64,9,4,199,0
Consultant,22,Engineering,Low,Remote,57,4,8,280,1
Assistant,0,Marketing,Medium,Office,36,1,3,209,0
Executive,0,Engineering,High,Office,74,3,3,248,0
Consultant,19,Engineering,Medium,Office,41,3,5,181,0
Consultant,3,Marketing,Low,Remote,69,9,10,201,0
Director,0,Customer Support,Medium,Office,78,9,1,190,0
Manager,21,Sales,Low,Remote,39,7,9,136,0
Director,9,Marketing,Low,Remote,22,2,5,148,0
Manager,1,Marketing,Low,Remote,22,0,6,252,0
Manager,26,Customer Support,High,Office,48,6,3,138,0
Consultant,20,Customer Support,Low,Office,75,8,9,129,0
Manager,23,Engineering,Medium,Remote,6,5,8,142,0
Executive,14,Marketing,Medium,Office,36,1,4,281,0
Executive,2,Engineering,High,Remote,15,1,2,131,0
Executive,24,Engineering,High,Office,37,0,8,225,0
Consultant,22,Customer Support,Low,Office,98,5,0,194,0
Director,8,Customer Support,Low,Office,39,7,7,276,0
Assistant,16,Engineering,Low,Remote,28,0,0,101,0
Manager,20,Marketing,High,Office,16,0,9,146,0
Assistant,27,Marketing,High,Office,89,0,7,198,0
Director,12,Engineering,Medium,Remote,19,9,4,122,0
Director,2,Sales,Low,Office,24,4,6,233,0
Consultant,3,Sales,Low,Remote,59,6,7,184,0
Executive,3,Customer Support,Medium,Office,37,3,10,140,0
Executive,10,Marketing,Medium,Remote,62,0,0,141,0
Director,27,Engineering,Medium,Remote,38,0,0,280,0
Consultant,6,Engineering,Medium,Office,63,9,6,171,0
Consultant,25,Marketing,Low,Remote,100,2,0,266,1
Manager,10,Customer Support,High,Remote,82,4,3,237,0
Executive,23,Customer Support,Low,Office,20,4,5,211,0
Director,10,Sales,Medium,Office,31,8,1,149,0
Assistant,9,Marketing,High,Office,27,8,9,174,0
Executive,4,Marketing,Low,Office,11,8,4,235,0
Manager,12,Engineering,Medium,Remote,78,7,9,100,0
Consultant,28,Marketing,High,Remote,91,10,9,299,1
Director,11,Sales,High,Office,84,8,10,296,1
Executive,9,Marketing,High,Office,79,7,10,100,0
Assistant,6,Engineering,Low,Office,22,7,9,294,0
Manager,18,Sales,Medium,Office,89,7,10,126,0
Manager,18,Engineering,Low,Remote,14,7,5,208,0
Executive,18,Marketing,Low,Remote,100,4,4,288,1
Assistant,11,Customer Support,Low,Remote,11,9,9,224,0
Manager,19,Marketing,High,Remote,3,2,7,275,0
Director,21,Marketing,Medium,Remote,34,3,10,122,0
Manager,14,Engineering,Low,Office,94,8,3,271,1
Assistant,4,Customer Support,Medium,Office,60,6,7,267,0
Consultant,23,Marketing,High,Remote,26,8,10,238,0
Consultant,29,Sales,Low,Remote,95,10,2,208,1
Executive,13,Sales,Medium,Office,32,10,6,238,0
Assistant,11,Engineering,High,Remote,12,10,4,199,0
Manager,28,Engineering,Low,Remote,36,6,4,201,0
Manager,20,Customer Support,Low,Remote,43,7,5,130,0
Consultant,10,Engineering,Medium,Remote,1,2,4,287,0
Consultant,27,Customer Support,Medium,Office,37,7,0,154,0
Director,4,Marketing,Low,Remote,36,3,8,251,0
Consultant,15,Sales,Low,Remote,58,5,10,161,0
Director,29,Sales,High,Remote,68,0,3,246,0
Manager,25,Sales,High,Remote,17,1,4,195,0
Director,17,Engineering,Low,Remote,47,6,0,139,0
Director,11,Engineering,Medium,Office,80,5,2,201,0
Executive,26,Marketing,Medium,Office,65,9,2,116,0
Consultant,26,Engineering,Low,Office,48,4,7,277,1
Director,4,Customer Support,High,Remote,57,6,10,198,0
Manager,15,Sales,Low,Remote,34,1,7,111,0
Assistant,30,Marketing,Medium,Office,77,9,8,242,1
Director,11,Customer Support,Low,Office,75,3,9,266,0
Consultant,22,Customer Support,Low,Remote,57,4,6,112,0
Executive,1,Engineering,High,Remote,96,7,5,193,0
Manager,29,Engineering,Medium,Office,6,5,7,205,0
Executive,28,Sales,Medium,Remote,8,5,2,118,0
Assistant,5,Marketing,Low,Remote,68,4,9,300,1
Director,22,Customer Support,Medium,Office,3,9,9,156,0
Director,20,Engineering,Medium,Remote,31,4,9,191,0
Consultant,24,Engineering,Medium,Remote,4,0,7,159,0
Director,29,Marketing,Medium,Remote,55,3,2,283,1
Manager,3,Marketing,High,Office,55,8,1,252,0
Assistant,29,Engineering,High,Remote,43,1,8,203,0
Executive,29,Engineering,High,Remote,71,10,0,231,0
Assistant,12,Sales,High,Office,12,5,9,279,0
Director,9,Marketing,High,Remote,3,1,9,226,0
Executive,30,Customer Support,Medium,Remote,51,8,1,200,0
Consultant,16,Engineering,Low,Remote,74,4,6,234,0
Assistant,13,Engineering,Low,Office,14,8,0,167,0
Executive,23,Engineering,High,Office,81,9,4,186,0
Executive,14,Engineering,Medium,Remote,83,4,8,207,0
Executive,7,Sales,High,Office,0,8,8,297,0
Manager,22,Marketing,Low,Office,64,1,10,272,1
Assistant,23,Engineering,Medium,Office,10,10,3,236,0
Executive,17,Marketing,Medium,Office,92,6,9,220,0
Assistant,2,Customer Support,Medium,Office,60,7,1,108,0
Executive,24,Customer Support,Low,Office,92,2,8,230,0
Consultant,16,Customer Support,Low,Office,87,0,10,176,0
Consultant,23,Customer Support,High,Office,83,1,3,162,0
Consultant,23,Marketing,High,Office,93,9,2,218,0
Director,6,Customer Support,Low,Remote,62,4,2,192,0
Executive,12,Customer Support,High,Office,37,8,6,229,0
Director,29,Engineering,Low,Office,68,4,1,258,0
Assistant,26,Engineering,Medium,Remote,44,0,4,137,0
Director,15,Engineering,High,Remote,73,0,1,106,0
Assistant,4,Sales,Low,Remote,69,1,6,203,0
Assistant,3,Engineering,Low,Remote,67,0,6,237,0
Assistant,25,Customer Support,Low,Office,3,7,2,176,0
Director,9,Marketing,High,Office,70,1,2,286,0
Executive,12,Customer Support,High,Office,47,10,7,100,0
Director,30,Marketing,Medium,Remote,96,7,6,136,0
Executive,9,Customer Support,High,Office,8,10,3,252,0
Executive,13,Sales,High,Office,89,4,1,193,0
Assistant,25,Engineering,High,Remote,46,0,2,165,0
Director,21,Customer Support,Medium,Remote,84,3,10,199,0
Executive,11,Engineering,Medium,Remote,59,1,10,175,0
Consultant,26,Sales,Medium,Remote,51,5,10,104,0
Executive,0,Sales,High,Remote,85,4,2,155,0
Consultant,28,Engineering,Low,Office,32,8,4,141,0
Director,20,Engineering,High,Remote,57,2,6,291,1
Director,29,Marketing,Medium,Remote,96,4,3,148,0
Director,19,Engineering,High,Office,47,9,0,145,0
Executive,19,Engineering,High,Office,4,6,2,170,0
Manager,6,Marketing,Low,Office,84,8,2,101,0
Executive,8,Customer Support,Low,Remote,26,2,0,166,0
Executive,7,Marketing,High,Remote,40,3,7,231,0
Assistant,26,Customer Support,Medium,Office,0,0,3,161,0
Assistant,12,Customer Support,High,Office,50,1,4,211,0
Executive,13,Customer Support,High,Remote,15,2,2,179,0
Consultant,11,Marketing,High,Office,98,9,3,126,0
Assistant,7,Marketing,Medium,Office,99,6,0,185,0
Executive,20,Sales,Medium,Office,31,6,3,166,0
Manager,21,Customer Support,Medium,Office,92,0,1,212,0
Consultant,17,Marketing,Medium,Remote,46,8,9,221,0
Director,15,Sales,Medium,Remote,22,2,5,244,0
Executive,28,Customer Support,High,Remote,14,2,1,279,0
Executive,10,Marketing,Medium,Office,25,1,8,170,0
Consultant,15,Marketing,High,Remote,36,2,1,156,0
Assistant,13,Marketing,High,Remote,88,5,3,129,0
Assistant,2,Engineering,High,Office,54,9,3,299,0
Assistant,20,Sales,Low,Office,1,3,10,298,0
Director,1,Marketing,Medium,Remote,75,1,0,292,0
Consultant,2,Engineering,Medium,Office,18,7,10,243,0
Consultant,3,Sales,High,Office,31,0,6,213,0
Assistant,21,Sales,Low,Remote,86,9,0,221,0
Assistant,4,Engineering,Medium,Remote,68,7,7,203,0
Manager,9,Sales,High,Remote,54,1,2,202,0
Manager,19,Engineering,Low,Office,88,8,7,254,1
Executive,28,Customer Support,High,Office,98,3,7,173,0
Executive,30,Marketing,Low,Office,55,3,9,197,0
Consultant,1,Engineering,High,Office,28,6,9,274,0
Consultant,11,Sales,Medium,Office,83,2,4,113,0
Director,26,Sales,High,Office,35,9,2,229,0
Director,4,Customer Support,High,Remote,70,2,10,266,0
Manager,4,Customer Support,Low,Remote,85,3,10,154,0
Executive,26,Customer Support,Low,Office,81,9,10,125,0
Manager,22,Customer Support,Medium,Remote,52,2,8,143,0
Manager,0,Customer Support,High,Remote,84,9,0,168,0
Executive,3,Marketing,Low,Remote,85,7,0,137,0
Director,26,Engineering,Medium,Office,38,8,1,179,0
Executive,20,Customer Support,Medium,Remote,75,4,9,111,0
Assistant,23,Customer Support,Low,Remote,10,2,5,204,0
Assistant,11,Marketing,Low,Office,75,6,1,207,0
Assistant,30,Engineering,High,Office,89,2,3,116,0
Consultant,11,Customer Support,Medium,Office,29,5,5,124,0
Director,15,Engineering,Low,Remote,78,10,1,291,1
Director,23,Engineering,Medium,Remote,71,3,3,187,0
Consultant,16,Marketing,High,Remote,52,6,6,238,0
Manager,20,Marketing,Low,Office,81,5,0,245,0
Assistant,9,Customer Support,Medium,Office,73,6,8,263,0
Assistant,16,Sales,Low,Office,7,3,9,102,0
Manager,16,Marketing,High,Remote,98,10,9,182,0
Executive,17,Engineering,High,Remote,19,5,6,169,0
Executive,1,Engineering,High,Remote,11,9,8,186,0
Director,30,Customer Support,High,Office,66,6,6,170,0
Consultant,30,Customer Support,Low,Office,83,9,10,210,1
Director,24,Customer Support,Low,Remote,49,7,0,207,0
Executive,3,Engineering,Medium,Remote,11,9,6,108,0
Manager,18,Marketing,Medium,Remote,53,8,10,293,1
Director,10,Sales,Low,Office,87,2,8,227,0
Assistant,16,Marketing,Low,Remote,79,4,7,221,0
Assistant,11,Sales,Medium,Office,53,9,3,146,0
Manager,1,Marketing,Low,Remote,73,2,4,277,0
Executive,5,Customer Support,High,Remote,18,4,2,163,0
Assistant,8,Engineering,High,Remote,13,1,9,208,0
Assistant,4,Sales,High,Remote,51,2,9,211,0
Consultant,19,Marketing,Medium,Remote,77,6,1,146,0
Director,28,Engineering,Low,Remote,21,7,2,174,0
Executive,20,Sales,Medium,Remote,3,4,6,294,0
Director,8,Sales,Medium,Remote,58,2,7,224,0
Executive,27,Engineering,Low,Remote,33,3,1,141,0
Assistant,28,Customer Support,Medium,Remote,63,2,8,148,0
Consultant,22,Engineering,High,Office,17,2,3,129,0
Director,7,Customer Support,Low,Office,97,8,1,107,0
Assistant,30,Marketing,High,Remote,81,3,6,264,1
Executive,19,Marketing,High,Remote,30,5,10,184,0
Director,26,Engineering,Low,Office,83,2,1,107,0
Director,7,Customer Support,High,Office,99,7,6,290,1
Assistant,21,Marketing,High,Office,41,10,7,227,0
Director,20,Customer Support,High,Remote,73,3,8,110,0
Consultant,28,Customer Support,Low,Remote,2,7,10,220,0
Consultant,27,Customer Support,Low,Remote,84,1,0,285,1
Assistant,22,Engineering,Low,Remote,99,8,1,220,0
Executive,5,Customer Support,Medium,Office,54,1,1,261,0
Assistant,2,Engineering,High,Office,9,2,6,266,0
Consultant,4,Marketing,Medium,Office,70,2,5,243,0
Manager,8,Marketing,Medium,Office,21,4,10,170,0
Manager,6,Sales,High,Remote,22,2,8,231,0
Director,27,Sales,Low,Office,75,7,2,195,0
Director,3,Marketing,Medium,Office,12,9,7,200,0
Manager,6,Customer Support,Low,Remote,39,6,4,273,0
Consultant,4,Customer Support,Low,Remote,12,10,4,121,0
Director,10,Marketing,High,Remote,96,0,9,298,1
Assistant,28,Marketing,Medium,Office,94,5,10,112,0
Assistant,14,Sales,Medium,Office,50,1,4,181,0
Consultant,1,Customer Support,Low,Remote,63,7,7,269,0
Director,12,Marketing,High,Remote,91,9,6,261,1
Assistant,21,Sales,Medium,Remote,82,7,10,112,0
Director,15,Sales,Low,Remote,84,6,6,256,1
Director,6,Customer Support,Low,Office,95,7,3,225,0
Assistant,7,Sales,Low,Remote,89,0,5,274,0
Manager,5,Sales,High,Office,12,7,0,296,0
Assistant,23,Engineering,High,Remote,28,0,5,194,0
Consultant,6,Marketing,Low,Remote,70,2,4,110,0
Executive,17,Customer Support,Low,Office,46,3,0,162,0
Assistant,29,Marketing,High,Remote,25,2,10,201,0
Director,21,Engineering,Low,Remote,69,1,0,150,0
Director,24,Customer Support,Low,Remote,95,10,2,287,1
Assistant,27,Marketing,High,Office,99,10,3,146,0
Executive,21,Sales,Low,Office,22,2,0,103,0
Assistant,19,Customer Support,Low,Remote,74,8,9,106,0
Executive,6,Engineering,Low,Remote,55,1,6,186,0
Executive,2,Sales,High,Office,84,4,1,130,0
Consultant,4,Engineering,High,Office,18,2,10,217,0
Director,0,Sales,High,Office,97,8,3,185,0
Director,14,Marketing,Medium,Remote,49,6,8,129,0
Executive,25,Marketing,Medium,Remote,34,9,7,256,0
Director,2,Marketing,Medium,Remote,48,2,1,142,0
Manager,7,Engineering,Medium,Remote,94,1,10,184,0
Executive,24,Customer Support,High,Office,45,1,10,249,0
Director,8,Marketing,Low,Office,92,4,8,275,1
Manager,14,Engineering,High,Office,69,8,0,203,0
Consultant,9,Sales,Medium,Remote,99,1,5,275,0
Director,1,Marketing,High,Office,52,1,2,211,0
Manager,19,Sales,Low,Remote,30,7,0,284,0
Assistant,4,Marketing,Medium,Office,95,2,7,249,0
Assistant,30,Sales,Low,Remote,83,2,5,254,1
Manager,18,Engineering,Low,Remote,21,5,3,162,0
Executive,12,Marketing,Low,Office,66,5,2,103,0
Executive,10,Engineering,Medium,Office,7,5,9,189,0
Director,0,Engineering,High,Office,18,4,1,221,0
Assistant,21,Sales,Medium,Office,30,3,4,102,0
Executive,29,Marketing,Medium,Office,31,8,7,180,0
Executive,14,Customer Support,High,Office,78,10,7,267,1
Assistant,25,Customer Support,High,Remote,54,3,2,182,0
Consultant,17,Engineering,High,Office,30,0,8,181,0
Executive,15,Sales,High,Remote,66,7,9,255,1
Manager,8,Sales,Low,Remote,50,10,4,216,0
Director,0,Sales,Medium,Remote,95,7,6,242,0
Executive,10,Marketing,Medium,Office,73,10,10,150,0
Executive,8,Marketing,Medium,Office,91,2,8,253,0
Consultant,22,Sales,High,Office,26,8,6,134,0
Manager,10,Customer Support,Medium,Office,47,6,9,225,0
Director,12,Customer Support,Low,Office,42,6,2,179,0
Executive,25,Marketing,Medium,Office,94,4,1,114,0
Director,1,Sales,Medium,Remote,50,2,6,232,0
Assistant,13,Customer Support,Low,Remote,97,9,9,273,1
Executive,5,Customer Support,Low,Remote,68,4,7,123,0
Executive,7,Marketing,Medium,Remote,74,2,3,101,0
Assistant,30,Marketing,High,Remote,70,2,0,286,1
Consultant,17,Customer Support,High,Office,71,0,5,263,0
Executive,15,Sales,Medium,Office,80,3,8,144,0
Director,30,Customer Support,Medium,Remote,49,8,3,194,0
Manager,20,Customer Support,Medium,Remote,60,5,2,193,0
Director,28,Sales,Medium,Remote,40,5,5,222,0
Consultant,11,Marketing,High,Office,50,5,5,136,0
Manager,10,Sales,Medium,Office,77,4,3,217,0
Director,5,Sales,Low,Office,23,1,6,284,0
Director,2,Sales,High,Office,29,4,10,184,0
Assistant,13,Sales,High,Office,51,10,1,239,0
Consultant,27,Marketing,Low,Office,49,9,0,221,0
Assistant,1,Customer Support,Medium,Office,56,2,10,262,0
Manager,30,Engineering,Medium,Remote,61,9,5,249,1
Assistant,10,Marketing,Medium,Remote,78,10,2,216,0
Consultant,21,Sales,Medium,Office,52,1,2,171,0
Executive,2,Customer Support,Medium,Remote,67,3,0,254,0
Executive,17,Customer Support,Low,Office,76,9,1,199,0
Manager,30,Sales,Medium,Remote,68,8,2,106,0
Executive,0,Marketing,Low,Office,30,6,0,102,0
Assistant,29,Sales,Low,Office,75,9,7,103,0
Manager,23,Customer Support,Low,Remote,29,8,5,107,0
Consultant,0,Customer Support,Medium,Office,9,2,8,144,0
Manager,11,Marketing,Medium,Remote,93,1,0,300,0
Manager,14,Engineering,High,Office,89,8,10,247,1
Director,4,Sales,High,Remote,43,5,3,232,0
Director,26,Engineering,Low,Office,5,9,3,273,0
Manager,5,Customer Support,High,Remote,26,3,4,168,0
Executive,15,Engineering,Low,Office,19,3,10,134,0
Director,26,Sales,High,Remote,91,9,1,292,1
Consultant,11,Sales,Medium,Remote,19,9,0,242,0
Assistant,11,Customer Support,Medium,Remote,11,5,8,116,0
Director,2,Marketing,Low,Remote,84,6,4,175,0
Manager,29,Marketing,Low,Office,93,10,7,273,1
Executive,22,Customer Support,Medium,Remote,48,9,2,288,1
Assistant,1,Sales,Medium,Office,51,4,3,270,0
Director,6,Marketing,Medium,Office,9,7,3,221,0
Executive,1,Engineering,High,Office,4,9,5,178,0
Executive,20,Customer Support,High,Office,63,0,3,190,0
Executive,6,Engineering,High,Office,57,0,4,213,0
Manager,10,Sales,High,Office,100,3,4,121,0
Consultant,10,Marketing,Low,Office,7,7,7,236,0
Executive,13,Sales,Low,Office,29,10,8,146,0
Assistant,2,Engineering,High,Remote,16,7,10,102,0
Director,13,Sales,Low,Remote,66,5,7,279,1
Assistant,10,Sales,High,Office,20,4,4,130,0
Manager,3,Customer Support,High,Remote,15,9,5,112,0
Manager,16,Customer Support,Medium,Remote,95,9,3,101,0
Assistant,15,Sales,High,Office,26,1,1,210,0
Consultant,2,Customer Support,Low,Remote,5,4,10,106,0
Manager,24,Sales,High,Remote,41,4,10,128,0
Manager,9,Engineering,Medium,Remote,15,1,4,231,0
Assistant,20,Customer Support,Low,Office,44,7,0,231,0
Manager,30,Sales,Medium,Office,2,9,0,187,0
Consultant,14,Customer Support,High,Remote,39,4,0,248,0
Consultant,7,Sales,High,Office,19,4,3,272,0
Consultant,17,Customer Support,High,Office,6,0,4,226,0
Director,2,Marketing,High,Remote,58,0,3,255,0
Consultant,6,Sales,Low,Remote,10,10,5,107,0
Consultant,29,Marketing,High,Remote,92,0,1,141,0
Director,9,Sales,Medium,Remote,51,7,4,244,0
Executive,19,Marketing,Low,Office,2,9,5,236,0
Manager,8,Sales,Low,Office,20,1,4,288,0
Consultant,13,Customer Support,Low,Office,52,7,5,183,0
Manager,22,Marketing,Medium,Office,95,5,7,168,0
Assistant,13,Customer Support,Medium,Office,29,4,1,198,0
Manager,10,Sales,Medium,Office,10,5,6,140,0
Director,27,Customer Support,Medium,Office,80,3,5,256,1
Manager,0,Sales,High,Office,24,10,9,153,0
Manager,3,Customer Support,High,Office,49,2,7,259,0
Manager,25,Marketing,Medium,Remote,88,10,8,292,1
Executive,26,Sales,Medium,Office,8,3,7,220,0
Executive,5,Customer Support,High,Office,44,8,4,142,0
Assistant,21,Sales,High,Office,28,7,3,168,0
Director,25,Sales,Medium,Remote,61,10,2,214,0
Manager,21,Sales,Low,Remote,14,7,9,199,0
Manager,4,Engineering,Low,Office,18,0,8,115,0
Manager,2,Sales,Medium,Office,14,4,6,248,0
Manager,1,Customer Support,Low,Remote,38,5,0,260,0
Executive,2,Engineering,High,Office,34,8,2,253,0
Assistant,8,Customer Support,Low,Remote,12,9,2,230,0
Consultant,18,Engineering,Medium,Office,15,9,5,122,0
Director,18,Sales,Low,Remote,66,5,1,188,0
Manager,16,Marketing,Low,Remote,94,0,3,281,0
Assistant,17,Marketing,Low,Office,54,0,1,183,0
Consultant,10,Sales,High,Remote,64,6,4,146,0
Assistant,11,Engineering,High,Remote,34,2,3,217,0
Executive,2,Customer Support,High,Remote,15,6,3,263,0
Consultant,17,Marketing,Medium,Office,0,4,3,134,0
Assistant,23,Sales,Low,Office,49,0,3,270,0
Executive,5,Sales,High,Remote,13,10,4,260,0
Assistant,6,Engineering,High,Remote,61,7,1,104,0
Assistant,0,Marketing,Low,Office,6,8,5,103,0
Consultant,5,Sales,Medium,Office,22,5,0,157,0
Executive,17,Marketing,Low,Office,98,1,9,279,1
Manager,12,Customer Support,Medium,Remote,62,8,1,299,1
Director,30,Sales,Low,Office,28,1,2,206,0
Consultant,21,Sales,High,Office,21,5,1,277,0
Executive,18,Customer Support,High,Office,79,9,2,254,0
Assistant,6,Sales,High,Office,92,3,7,237,0
Executive,18,Engineering,Medium,Remote,5,5,2,222,0
Director,8,Customer Support,Low,Remote,81,3,10,161,0
Director,2,Engineering,Medium,Office,28,10,9,221,0
Manager,22,Customer Support,High,Remote,88,2,0,247,0
Manager,11,Customer Support,Medium,Office,1,10,10,131,0
Director,19,Engineering,Medium,Remote,63,7,7,147,0
Consultant,23,Customer Support,Medium,Office,95,4,7,276,1
Consultant,29,Marketing,Low,Office,35,0,6,125,0
Assistant,17,Engineering,Medium,Remote,95,7,3,221,0
Manager,7,Customer Support,Medium,Office,19,2,4,262,0
Assistant,8,Engineering,Medium,Office,54,3,10,127,0
Manager,12,Customer Support,High,Remote,36,8,9,164,0
Director,7,Customer Support,High,Office,96,2,5,218,0
Consultant,21,Marketing,Low,Remote,51,4,5,253,0
Consultant,9,Marketing,High,Office,68,7,6,285,1
Director,16,Marketing,Low,Office,69,5,3,105,0
Assistant,6,Customer Support,High,Remote,21,2,7,149,0
